Author,Title,Source,URL,Category,Description,Published Status
"Cosco TD, Best J, Davis D, et al.",What is the relationship between validated frailty scores and mortality for adults with COVID-19 in acute hospital care? A systematic review,Age Aging,https://pubmed.ncbi.nlm.nih.gov/33951151/,Clinical Characteristics,To quantify the association between frailty and COVID-19 in relation to mortality in hospitalised patients.,published
"Qian Y, Xu H, Diao J, et al.","Influence of life intervention on anxiety, depression, and quality of life of COVID-19 patients: A protocol for systematic review and meta-analysis",Medicine,https://pubmed.ncbi.nlm.nih.gov/33950923/,,,development
"Gulsen A, Konig I, Jappe U, et al.",Effect of comorbid pulmonary disease on the severity of COVID-19: A systematic review and meta-analysis,Respirology,https://pubmed.ncbi.nlm.nih.gov/33955623/,Clinical Characteristics,"To examine in detail whether the underlying chronic obstructive pulmonary diseases (COPD), asthma and chronic respiratory diseases (CRDs) were associated with an increased risk of more severe COVID-19. ",published
"Dzinamarira T, Mhango M, Dzobo M, et al.",Risk factors for COVID-19 among healthcare workers. A protocol for a systematic review and meta-analysis,PLoS One,https://pubmed.ncbi.nlm.nih.gov/33945546/,,,development
"Suklan J, Cheaveau J, Hill S, et al.",Utility of Routine Laboratory Biomarkers to Detect COVID-19: A Systematic Review and Meta-Analysis,Viruses,https://pubmed.ncbi.nlm.nih.gov/33946171/,Diagnostics,To statistically summarise routine laboratory biomarker measurements in COVID-19-positive and -negative patients to inform future work.,published
"Chee ML, Ong MEH, Siddiqui FJ, et al.",Artificial Intelligence Applications for COVID-19 in Intensive Care and Emergency Settings: A Systematic Review,Int J Environ Res Public Health,https://pubmed.ncbi.nlm.nih.gov/33947006/,Diagnostics,To systematically review and critically appraise the current evidence on AI applications for COVID-19 in intensive care and emergency settings.,published
"Ayubi E, Bashirian S, Khazaei S",Depression and Anxiety Among Patients with Cancer During COVID-19 Pandemic: A Systematic Review and Meta-analysis,J Gastrointest Cancer,https://pubmed.ncbi.nlm.nih.gov/33950368/,Mental Health,To systematically review and meta-analysis of studies that evaluated the level of depression and anxiety in cancer patients during the COVID-19 pandemic.,published
"Angelico R, Blasi F, Manzia TM, et al.",The Management of Immunosuppression in Kidney Transplant Recipients with COVID-19 Disease: An Update and Systematic Review of the Literature,Medicina,https://pubmed.ncbi.nlm.nih.gov/33946462/,Clinical Characteristics,To investigate the current management of IS therapy in KT recipients with COVID-19. ,published
"Zhao H, Huang S, Mei K, et al.","Prevalence use of nonsteroidal anti-inflammatory drugs in the general population with COVID-19 and associated COVID-19 risk, hospitalization, severity, death, and safety outcomes: A systematic review and meta-analysis",medRxiv,https://www.medrxiv.org/content/10.1101/2021.05.01.21256428v1,,To review the evidence on the effects of non-steroidal anti-inflammatory drugs in patients with COVID-19.,preprint
"de Oliveira Silva DF, Cobucci RN, Lima SCVC, et al.","Prevalence of anxiety, depression, and stress among teachers during the COVID-19 pandemic: Systematic review",medRxiv,https://www.medrxiv.org/content/10.1101/2021.05.01.21256442v1,,"To identify the prevalence of anxiety, depression, and stress among teachers during the COVID-19 pandemic.",preprint
"Mangoni A, Zinelli A","Cholesterol and triglyceride concentrations, COVID-19 severity and mortality: a systematic review and meta-analysis with meta-regression",PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=253401,,,development
"Song W, Wangwang K",Clinical features of pregnant women with COVID-19: a meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=252881,,,development
"Gil-Rodrigo A, Llorens P, Martínez-Buendía, et al",Diagnostic accuracy of lung ultrasound for novel coronavirus disease-19 pneumoniae: a systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=247037,,,development
"Dilokthornsakul P, Thakkinstian A, Hutubessy R, et al ",Economic evaluation of seasonal influenza vaccinations in high-risk population: a systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=246746,,,development
"Cicolini G, Simonetti V, Comparcini D, et al ",Effect of virtual reality for the management of anxiety during the pediatric peri-operative period: a systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=247351,,,development
"Hamza SB, Abdalla YA, Mustafa AAM, et al ",Effectiveness of COVID-19 vaccines against SARS-CoV-2 variants: a systematic review,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=246891,,,development
"Drea A, Nangare C","In the Line of Fire: Are the current mindfulness-based interventions (MBIs) an effective armour to support emergency workers in the healthcare setting who experience compassion fatigue (CF) now, and in anticipation of any future pandemics? An evaluation",PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=249613,,,development
"Torres AA, Jonathan C",Pharmacological treatments for COVID-19 in pregnant women,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=251036,,,development
"Cruz-Ausejo L, Villarreal-Zegarra D, Reátegui-Rivera CM, et al",Quality of life in the healthcare personnel during COVID-19 pandemic: A systematic review,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=253075,,,development
"Zhou X, Zhong L, Wang W, et al ",The efficacy and safety of N-acetylcysteine on COVID-19 patients: a systematic review.,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=249471,,,development
,Inhaled steroids for COVID-19,Cochrane COVID Rapid Reviews,https://covidreviews.cochrane.org/question/304,,,development
"Meixueiro VHO, Campos EP",Accuracy of neural networks models to identify COVID-19 employing thorax X-Ray images and CT-Scans: a systematic review,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=249099,,,development
"Patra P, Das RR, Chaudhary H, et al ",Association of human coronavirus infection and Kawasaki disease precedes COVID 19 pandemic by 17 years: A systematic review and meta-analysis.,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=251582,,,development
"Saragih ID, Saragih IS, Tonapa SI",Effects of telehealth intervention for adolescent sexual health during pandemic COVID-19: a systematic review and meta-analysis of randomized controlled trial,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=252711,,,development
"Throne T, Estabrooks C",Effects of the COVID-19 pandemic on health and work life outcomes among frontline nursing home staff: a systematic review protocol,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=248420,,,development
"Prabani KIP, Damayanthi HDWT",Factors associated with mortality of older people with COVID 19,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=252946,,,development
"Little T, Reinhard D, White S",K-12 non-pharmacological responses to influenza-like and Coronavirus illness and outbreaks in US schools - A systematic review,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=247217,,,development
"Niemi M, Flodi P, Osika W, et al ","Mental health impacts of the COVID-19 pandemic: A systematic review of the evidence from the current as well as previous pandemics, epidemics, and economic crises.",PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=252774,,,development
"Silva F, Stein A, Lima J, et al",Obesity as a predictor of mortality in patients with SARS-COV-2: an overview of meta-analysis about the quality of the evidence,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=253142,,,development
"Leal Cortez AC, Dantas EHM",Physical exercise and COVID-19: systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=252018,,,development
"Di Liberto A, Biagianti B, Aiello N, et al ",Psychometrics of cognitive tests in SARS-CoV-2 patients: a systematic review,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=253079,,,development
"Aymerich C, Pedruzo B, Andres L, et al ",SARS-CoV2 pandemic effects on healthcare workers' mental health: Systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=247610,,,development
"Austin M, Gersberg R",Systematic review and meta-analysis of correlations for time-lagged COVID-19 cases and viral load in wastewater,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=253154,,,development
"Csupor D, Toth B, Matuz M, et al ",The effects of ivermectin on the viral clearance of COVID-19: a meta-analysis of controlled clinical trials,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=253185,,,development
"Zhang CN, Jiahui L","The prevalence, incidence, risk factors and clinical outcome of neuropsychiatric complications associated with SARS-CoV-2:systematic review and meta-analysis",PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=245371,,,development
"Zhang C, Jiahui L",The safety and efficacy of COVID-19 vaccines in patients with infectious diseases: a systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=248606,,,development
"Uaprasert N, Panrong K, Chiasakul T",Thrombotic and bleeding complications after COVID-19 vaccination: a systematic review and meta-analysis of clinical controlled trials,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=253193,,,development
"Badenoch J, Rengasamy ER, Watson CJ, et al.",Persistent neuropsychiatric symptoms after COVID-19: a systematic review and meta-analysis,medRxiv,https://www.medrxiv.org/content/10.1101/2021.04.30.21256413v1,,To determine the prevalence of neuropsychiatric symptoms in survivors of COVID-19.,preprint
"Chetty T, Ramokolo V, Rees K, et al.",Rapid review of the effects of cloth and medical masks for preventing transmission of SARS-CoV-2 in community and household settings,S Afr Med J,https://pubmed.ncbi.nlm.nih.gov/33944744/,Infection Control,To assess the effectiveness of cloth and medical masks for preventing SARS-CoV-2 transmission in community settings.,published
"Szarpak L, Borkowska M, Peacock FW, et al.",Characteristics and outcomes of in-hospital cardiac arrest in COVID-19. A systematic review and meta-analysis,Cardiol J,https://pubmed.ncbi.nlm.nih.gov/33942278/,Clinical Characteristics,To review interventional outcome studies in patients with in-hospital cardiac arrest before and during the coronavirus disease 2019 (COVID-19) pandemic period.,published
"Shah R, Priyadarshini G, Parsana M",A Systematic Review on Guidelines and Recommendations for Tracheostomy During COVID-19 Pandemic,Indian J Otolaryngol Head Neck Surg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8082219/,Candidate Therapeutics,"To give a brief review of available data on COVID-19 related to the timing, personal protections, operative steps modifications, and subsequent post tracheostomy care during this pandemic.",published
"Rehman MA, Farooq H, Ali MM, et al.",The Association of Subacute Thyroiditis with COVID-19: a Systematic Review,SN Compr Clin Med,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8082479/,Clinical Characteristics,"To identify cases of subacute thyroiditis associated with COVID-19 and evaluated patient-level demographics, major clinical features, laboratory findings and outcomes.",published
"Yousefi M, Oskoei V, Jafari AJ, et al.",Municipal solid waste management during COVID-19 pandemic: effects and repercussions,Environ Sci Pollut Res Int,https://pubmed.ncbi.nlm.nih.gov/33942263/,Infection Control,To determine the effects of COVID-19 on the quantity of waste and municipal solid waste management.,published
"Li X, Zhong X, Wang Y, et al.",Clinical determinants of the severity of COVID-19: A systematic review and meta-analysis,PLoS One,https://pubmed.ncbi.nlm.nih.gov/33939733/,Clinical Characteristics,To systematically identify the possible risk factors responsible for severe cases.,published
"Bilal U, Gullón P, Padilla-Bernáldez J",Epidemiologic evidence on the role of hospitality venues in the transmission of COVID-19: A rapid review of the literature [Spanish],Gac Sanit,https://pubmed.ncbi.nlm.nih.gov/33933322/,Infection Control,To review the scientific epidemiologic evidence on the role of hospitality venues in the incidence or mortality from COVID-19.,published
"Du P, Li D, Wang A, et al.",A Systematic Review and Meta-Analysis of Risk Factors Associated with Severity and Death in COVID-19 Patients,Can J Infect Dis Med Microbiol,https://pubmed.ncbi.nlm.nih.gov/33936349/,Clinical Characteristics,To screen the risk factors for severe illness and death and provide help for early clinical treatment of the new coronavirus (COVID-19).,published
